context,first_c,second_c
手指被戒指卡住，请民警到场处理。消防共同接听,救援,(取戒指)
消防共同接听 戒指卡手指 请民警到场处理。报警人在门口等民警 ,救援,(取戒指)
称被戒指卡住，不方便去医院， 在上址门口，请民警到场处理。,救援,(取戒指)
报警人需消防帮助取下手镯，请民警到场处理。消防共同接听,救援,(取戒指)
戒指取不下来 （消防共同接听） 请民警到场处理 ,救援,(取戒指)
戒指卡住手指 请民警到场处理。(消防共同接听),救援,(取戒指)
取戒指(消防共同接听)请民警到场处理,救援,(取戒指)
戒指卡在手上了，取不下来，（消防共同接听）,救援,(取戒指)
手指需要脱戒指，请民警到场处理。,救援,(取戒指)
戒指卡在报警人小孩手指无法取下，请民警、消防到场处理。（消防共同接听）,救援,(取戒指)
戒指无法取下，请民警到场处理。（消防共同接听） ,救援,(取戒指)
称老婆因为怀孕了戒指卡住了，请民警到场处理。消防共同接听。,救援,(取戒指)
取戒指。  消防共同接听 ,救援,(取戒指)
孕妇手上的戒指卡住，请民警到场处理。通知消防 ,救援,(取戒指)
报警人的妻子手上的戒指脱不下来，请民警到场处理。（已经通知消防）,救援,(取戒指)
取戒指，请民警到场处理 消防共同接听 ,救援,(取戒指)
戒指拿不下来，请民警到场处理。消防共同接听 报警人在医院门口等,救援,(取戒指)
手外伤需缝针，戒指拿不下来，请民警到场处理。消防共同接听,救援,(取戒指)
报警人称有一小孩手指被戒指卡住，请民警到场处理。,救援,(取戒指)
取戒指，请民警和消防到场处理。(22640),救援,(取戒指)
戒指取不下来，已通知消防， 请民警到场处理。,救援,(取戒指)
戒指卡住手指，请民警到场处理。与消防共同接听,救援,(取戒指)
取戒指 民警到需要消防帮助。 十楼创伤科 报警电话56371252,救援,(取戒指)
取戒指，请民警到场处理。已通知消防,救援,(取戒指)
报警人母亲需取戒指，（消防共同接听）,救援,(取戒指)
手被戒指卡住，请民警到场处理。,救援,(取戒指)
女子手指被戒指卡住,救援,(取戒指)
称其老婆手上戒指取不下来，请民警到场处理。,救援,(取戒指)
报警人手指被戒指卡  请民警到场处理。（消防共同接听）,救援,(取戒指)
报警人称手指肿胀被戒指勒住，请民警到场处理,救援,(取戒指)
报警人手指被戒指卡住 请民警到场处理。消防共同接听,救援,(取戒指)
戒指取不下来，（已经通知消防），请民警到场处理。,救援,(取戒指)
手指被戒指夹住 请民警到场处理。 ,救援,(取戒指)
戒指取不下来，已通知消防，请民警到场处理,救援,(取戒指)
手受伤 取戒指 请民警到场处理。消防共同接听,救援,(取戒指)
报警人称有戒指脱不下来 .（消防共同接听） ,救援,(取戒指)
手指被卡在戒指内 消防共同接听,救援,(取戒指)
帮助报警人取戒指 ,救援,(取戒指)
医生报，一患者手指被戒指卡住，请民警到场处理。(消防共同接听) ,救援,(取戒指)
取戒指，人在医院，需要消防帮助，请民警到场处理。（消防共同接听）,救援,(取戒指)
报警人手上戒指拿不下来，请民警到场处理。（内线: 22641）,救援,(取戒指)
"戒指把手卡住,消防共同接听",救援,(取戒指)
戒指卡手,救援,(取戒指)
无名指戒指卡住 手肿 请民警到场处理。,救援,(取戒指)
取戒指。(消防共同接听),救援,(取戒指)
戒指卡在手指上，请民警到场处理。（通知消防）,救援,(取戒指)
取戒指，请民警、消防到场处理。,救援,(取戒指)
报警人称要求助取戒指  请民警到场处理。（消防共同接听） ,救援,(取戒指)
老人（瘫痪 ）戒指拿不下来 手肿 请民警到场处理。（消防共同接听）  ,救援,(取戒指)
报警人戒指那不下来，请民警到场处理。,救援,(取戒指)
求助消防取下戒指。（消防共同接听） ,救援,(取戒指)
报警人求助取戒指，消防共同接听，请民警到场处理。,救援,(取戒指)
戒指脱不下，称手肿胀严重，,救援,(取戒指)
报警人小孩戒指卡手上了，消防共同接听 ,救援,(取戒指)
手指卡在戒指内（报警人大约5分钟赶到上址），已通知消防，请民警到场处理。,救援,(取戒指)
报警人孩子的手被卡住，请民警到场处理。（消防共同接听）,救援,(取戒指)
戒指卡住，需取下，消防共同接听， 请民警到场处理。,救援,(取戒指)
戒指卡住取不下，请民警到场处理。,救援,(取戒指)
病人手上的戒指取不下，求助消防，消防共同接听,救援,(取戒指)
报警人称戒指卡在手上，消防共同接听，请民警到场处理。,救援,(取戒指)
手指被戒指卡住 请民警到场处理。消防共同接听,救援,(取戒指)
小孩手被卡，（消防共同接听）,救援,(取戒指)
取戒指，对象人在派出所内。现场民警电话：13386285179,救援,(取戒指)
报警人戒指无法取出，请民警到场处理。消防已处，请民警到场处理。,救援,(取戒指)
报警人称戒指卡在手上，请民警到场处理。,救援,(取戒指)
称做手术需要脱下戒指，现脱不下，需要消防到场用工具，请民警到场处理，(消防共同接听),救援,(取戒指)
手指被戒指卡住  消防共同接听 请民警到场处理。,救援,(取戒指)
报警人称戒指卡在手上取不下来，消防共同接听，请民警到场处理。,救援,(取戒指)
报警人的孩子【5岁，男孩】手指上带着铁环无法取下，请民警到场处理。 已通知120，若民警到场无需120，请电告110或120。 ,救援,(取戒指)
戒指卡住手，请民警到场处理。22682,救援,(取戒指)
报警人朋友戒指卡在手上拿不下来，请民警到场处理 ,救援,(取戒指)
戒指卡住，需要帮助，通知消防 请民警到场处理。,救援,(取戒指)
戒指套住手指，寻求帮助，请民警到场处理。,救援,(取戒指)
报警人母亲手上戒指取不下来， 请民警到场处理。 ,救援,(取戒指)
取戒指。消防共同接听。 (内线：22685),救援,(取戒指)
取戒指，铂金戒指，请民警到场处理。,救援,(取戒指)
戒指卡手要取，请民警到场处理。 ,救援,(取戒指)
报警人姐姐手上戒指拿不下来，医生无法处理，需要帮助，请民警到场处理。,救援,(取戒指)
称有一病人需取戒指，请民警到场处理。,救援,(取戒指)
小孩子带类似环形物品手指被套，请民警到场处理。（消防共同接听）,救援,(取戒指)
手指取戒指,救援,(取戒指)
手镯卡住 请求帮助 消防共同接听,救援,(取戒指)
戒指卡住了，已到医院，请民警到场处理。,救援,(取戒指)
家里有人戒指卡住了，已就医，现依旧无法取出,救援,(取戒指)
戒指卡在手指上 周围肿胀 人暂无事 请民警到场处理。,救援,(取戒指)
报警人戒指卡在手上，请民警到场处理。（消防共同接听）,救援,(取戒指)
取戒指，请民警到场处理。消防三方,救援,(取戒指)
报警人同事戒指取不下来，请民警到场处理,救援,(取戒指)
骨折的病人因戒指拿不下 求助消防，请民警到场处理（请民警携带必要的防护装备 并注意自身安全 ）(消防共同接听),救援,(取戒指)
取戒指   消防共听  ,救援,(取戒指)
报警人的妻子戒指拿不下来，需要帮助，已通知消防。（２２６６８）,救援,(取戒指)
戒指卡手上，无法取下，请民警到场处理。消防共同接听，报警人上址等民警,救援,(取戒指)
取钻戒，请民警到场处理。消防共听,救援,(取戒指)
取戒指，请民警到场处理。 （消防共同接听）   ,救援,(取戒指)
取戒指，请民警到场处理（消防共同接听） ,救援,(取戒指)
戒指卡在手上，需要帮助 ，请民警到场处理。已通知消防,救援,(取戒指)
取戒子，请民警到场处理 (消防共同接听),救援,(取戒指)
戒指卡住手指，请民警到场处理。,救援,(取戒指)
1病人需要取戒指，已经通知消防，请民警到场处理。,救援,(取戒指)
戒指取不下来。请消防到场处理。,救援,(取戒指)
取戒指，消防同听。,救援,(取戒指)
妻子需取戒指，请民警到场处理。,救援,(取戒指)
报警人戒指卡在手上，请民警到场处理。消防同听,救援,(取戒指)
称一病人手上的戒指取不下来，需要消防协助，请民警到场处理,救援,(取戒指)
老人报警 戒指卡在手指（中指）上，求助消防，（已通知消防）请民警到场处理。,救援,(取戒指)
拿戒指 通知消防,救援,(取戒指)
5岁孩子戴戒指取不下来，请民警到场处理。,救援,(取戒指)
戒指卡在手里，医生也无法处理，需消防协助，已通知消防，请民警到场处理。,救援,(取戒指)
戒指卡在手指上，求助   请民警到场处理。,救援,(取戒指)
报警人手被戒指卡住，消防共同接听，上址等，请民警到场处理。 ,救援,(取戒指)
报警人称一患者戒指卡住，要取下，请民警到场处理。已通知消防 ,救援,(取戒指)
报警人称戒指脱不下来，请民警到场处理。,救援,(取戒指)
手上戒指拿不下来，人无伤，请民警到场处理。（消防共同接听） ,救援,(取戒指)
1女子手指被戒指卡住。与消防共同接听,救援,(取戒指)
取戒指，请民警和消防到场处理,救援,(取戒指)
戒指戴在手上取不出，请民警到场处理。消防接听,救援,(取戒指)
医院报警，取戒指，请民警到场处理。已经通知消防,救援,(取戒指)
取戒指，请民警到场处理。 （内线：22670）,救援,(取戒指)
报警人朋友戒指取不下来，通知消防，请民警到场处理。,救援,(取戒指)
戒指卡在手上，已通知消防。,救援,(取戒指)
手上戒指卡住，请民警到场处理。 （内线：22670）（消防共同接听）,救援,(取戒指)
